product_id,avg_monthly_units_sold,avg_stock_on_hand,avg_fill_rate,avg_sell_through,avg_stockout_days,n_months,price,cogs,Gross_Margin_Pct,Daily_Velocity,GMROI,TARGET_Stockout_Risk_30d,stock_on_hand,category_GenZ,category_Outdoor,category_Streetwear
1,1.0,3.0,0.9555666666666666,0.25,1.3333333333333333,3,4945.5,2732.8833,0.4474,0.03333333333333333,0.8096272167933405,0,3,False,False,False
3,9.469135802469136,93.54320987654322,0.9654296296296296,0.10297037037037038,1.037037037037037,81,10831.3771884655,10289.808329042224,0.0500000000000001,0.31563786008230454,0.4315483839597684,0,151,False,False,False
4,5.175,37.6,0.9666675,0.1231875,1.0,40,9610.756521739131,5604.032127826088,0.41689999999999994,0.1725,3.936147407291183,0,44,False,False,False
5,1.0,3.0,0.95,0.25,1.5,2,8946.0,8498.699999999999,0.05000000000000012,0.03333333333333333,0.0350877192982457,0,3,False,False,False
7,1.894736842105263,3.0,0.970178947368421,0.3642842105263158,0.8947368421052632,19,5306.9975,3533.92963525,0.33410000000000006,0.06315789473684211,6.02072383240727,0,3,False,False,False
8,6.767676767676767,66.27272727272727,0.9643060606060606,0.10829797979797981,1.0707070707070707,99,5353.448367952522,3709.404374154303,0.30709999999999993,0.2255892255892256,4.480734536324834,0,101,False,False,False
9,8.377358490566039,56.45283018867924,0.9710716981132075,0.1410490566037736,0.8679245283018868,53,7077.195950704225,5879.0266762500005,0.16929999999999987,0.279245283018868,1.6029131735428324,0,83,False,False,False
10,2.625,3.75,0.9541625,0.3709375,1.375,8,8183.699999999999,7774.5149999999985,0.05000000000000006,0.0875,0.2947368421052635,0,4,False,False,False
11,1.0,3.0,0.9333,0.25,2.0,1,9135.0,6147.855,0.32700000000000007,0.03333333333333333,0.161961367013373,0,3,False,False,False
12,1.3529411764705883,3.0,0.9607823529411765,0.2953764705882353,1.1764705882352942,17,5345.960869565217,3828.777174782609,0.28379999999999983,0.045098039215686274,3.0379782183747532,0,3,False,False,False
13,2.032258064516129,4.161290322580645,0.9559161290322581,0.3006129032258064,1.3225806451612903,31,5260.299999999999,4066.73793,0.22689999999999994,0.06774193548387096,4.443358511339126,0,5,False,False,False
14,1.588235294117647,3.0,0.9745176470588236,0.32941176470588235,0.7647058823529411,17,4896.826666666667,4396.860664,0.10210000000000007,0.052941176470588235,1.0233879051119286,0,3,False,False,False
15,2.625,3.625,0.966675,0.38808750000000003,1.0,8,5669.37,3360.802536,0.40719999999999995,0.0875,3.9793382660896266,0,4,False,False,False
17,4.829787234042553,16.361702127659573,0.9588659574468085,0.22727021276595744,1.2340425531914894,47,4848.1147058823535,4140.28995882353,0.14600000000000007,0.16099290780141842,2.371878073960831,0,28,False,False,False
18,1.0,3.0,0.9333,0.25,2.0,1,4712.703333333333,3098.131171333333,0.3426,0.03333333333333333,0.17371463340432006,0,3,False,False,False
19,2.3333333333333335,9.0,0.9777666666666667,0.19999999999999998,0.6666666666666666,3,4445.517540983607,4171.673660459017,0.06160000000000007,0.07777777777777778,0.0510561712607749,0,9,False,False,False
20,1.0,3.0,0.958325,0.25,1.25,4,6111.0,5284.1817,0.13529999999999998,0.03333333333333333,0.20862726957326239,0,3,False,False,False
21,2.0357142857142856,3.8214285714285716,0.9654642857142858,0.33135000000000003,1.0357142857142858,28,5165.071578947369,4456.423758315789,0.13720000000000013,0.06785714285714285,2.371882027218491,0,5,False,False,False
22,1.3333333333333333,3.0,0.9666666666666667,0.3,1.0,3,6615.0,3489.4125000000004,0.4724999999999999,0.04444444444444444,1.1943127962085303,0,3,False,False,False
23,3.9,4.1,0.92667,0.42381,2.2,10,9103.5,5896.33695,0.3523,0.13,5.173917464047268,0,6,False,False,False
26,13.161904761904761,149.78095238095239,0.968887619047619,0.11026,0.9333333333333333,105,9437.143228498076,8226.35775228177,0.1283000000000003,0.4387301587301587,1.3580353213086997,0,240,False,False,False
27,1.8666666666666667,9.0,0.9711066666666668,0.16656666666666667,0.8666666666666667,15,5077.2825,4735.0736595,0.06740000000000007,0.06222222222222222,0.22484332928253178,0,9,False,False,False
28,2.1666666666666665,9.0,0.9666666666666667,0.18863333333333332,1.0,6,5181.75,2631.29265,0.4922,0.07222222222222222,1.4000700188175574,0,9,False,False,False
29,2.4,9.0,0.96668,0.20425999999999997,1.0,5,6293.7,5979.014999999999,0.050000000000000065,0.08,0.07017543859649132,0,9,False,False,False
30,2.0,6.0,0.9333,0.25,2.0,1,10256.4,7812.29988,0.2383,0.06666666666666667,0.10428427639928231,0,6,False,False,False
31,6.714285714285714,33.82142857142857,0.9666678571428572,0.17269285714285715,1.0,28,8993.317021276596,7894.333681276596,0.12220000000000007,0.22380952380952382,0.7738228166172372,0,45,False,False,False
35,1.0,3.0,0.9333,0.25,2.0,1,5669.37,3727.043838,0.34259999999999996,0.03333333333333333,0.17371463340432003,0,3,False,False,False
36,7.96078431372549,69.29411764705883,0.9633980392156862,0.11647058823529413,1.0980392156862746,51,5604.936206896552,3526.0653677586206,0.37090000000000006,0.265359477124183,3.4543537686494763,0,90,False,False,False
37,1.0,3.0,0.9333,0.25,2.0,1,5449.5,5177.025,0.050000000000000065,0.03333333333333333,0.01754385964912283,0,3,False,False,False
38,2.6956521739130435,8.130434782608695,0.9536173913043478,0.23231304347826084,1.391304347826087,23,5355.0,4705.974,0.12119999999999997,0.08985507246376812,1.0516966500259222,0,10,False,False,False
40,1.5789473684210527,9.0,0.9701842105263158,0.14251052631578948,0.8947368421052632,19,12593.7,11964.015,0.0500000000000001,0.052631578947368425,0.17543859649122845,0,9,False,False,False
42,1.1111111111111112,6.0,0.9703666666666666,0.1548,0.8888888888888888,9,12927.6,9403.53624,0.27260000000000006,0.03703703703703704,0.6245990285033455,0,6,False,False,False
43,1.4666666666666666,3.0,0.97778,0.31666666666666665,0.6666666666666666,15,4898.851363636363,4653.908795454545,0.050000000000000044,0.048888888888888885,0.3859649122807021,0,3,False,False,False
45,1.9090909090909092,9.0,0.9636272727272727,0.1694181818181818,1.0909090909090908,11,5669.37,3456.047952,0.3904,0.06363636363636364,1.4943132108486439,0,9,False,False,False
48,1.0,3.0,0.9333,0.25,2.0,1,786.87,404.293806,0.48619999999999997,0.03333333333333333,0.3154275334111846,0,3,False,True,False
49,1.0,3.0,0.9333,0.25,2.0,1,786.87,401.854509,0.4893,0.03333333333333333,0.31936557665948695,0,3,False,True,False
52,1.0,3.0,0.966675,0.25,1.0,4,4094.37,3531.803562,0.13739999999999997,0.03333333333333333,0.2123811731973104,0,3,False,True,False
53,1.0,3.0,0.975,0.25,0.75,4,4094.37,3586.66812,0.12400000000000003,0.03333333333333333,0.18873668188736686,0,3,False,True,False
54,1.5,3.25,0.96333,0.2875,1.1,20,4890.186,3904.3245024,0.2016,0.05,2.3308154771080623,0,4,False,True,False
55,1.5,3.25,0.961675,0.2875,1.15,20,4890.186,4645.676699999999,0.05000000000000013,0.05,0.48582995951417135,0,4,False,True,False
56,1.2222222222222223,3.0,0.9592555555555555,0.2777777777777778,1.2222222222222223,9,3676.279090909091,3492.465136363636,0.05000000000000015,0.040740740740740744,0.1929824561403515,0,3,False,True,False
57,1.2222222222222223,3.0,0.9629666666666667,0.2777777777777778,1.1111111111111112,9,3676.279090909091,3492.465136363636,0.05000000000000015,0.040740740740740744,0.1929824561403515,0,3,False,True,False
58,1.6,3.0,0.9533266666666668,0.30182000000000003,1.4,15,4325.34375,3115.1125687500003,0.27979999999999994,0.05333333333333334,3.108025548458761,0,3,False,True,False
59,1.6,3.6666666666666665,0.94666,0.2721466666666667,1.6,15,4325.34375,3585.70996875,0.171,0.05333333333333334,1.3501480425485253,0,5,False,True,False
60,1.0,3.0,0.9889,0.25,0.3333333333333333,3,4703.16,4129.844796,0.12189999999999991,0.03333333333333333,0.13882245757886336,0,3,False,True,False
61,1.0,3.0,0.9555333333333333,0.25,1.3333333333333333,3,4703.16,3495.388512,0.2568,0.03333333333333333,0.34553283100107635,0,3,False,True,False
62,1.5833333333333333,6.0,0.966675,0.20339166666666667,1.0,12,4800.533684210526,2974.4106707368423,0.38039999999999996,0.05277777777777778,1.9441575209812778,0,6,False,True,False
63,1.5833333333333333,6.0,0.9611083333333333,0.20339166666666667,1.1666666666666667,12,4800.533684210526,4293.117273789474,0.10569999999999992,0.05277777777777778,0.3742778336874274,0,6,False,True,False
64,1.2857142857142858,3.0,0.9523714285714285,0.2928571428571428,1.4285714285714286,7,3779.37,3590.4015,0.04999999999999999,0.04285714285714286,0.15789473684210525,0,3,False,True,False
65,1.2857142857142858,3.0,0.9762000000000001,0.2928571428571428,0.7142857142857143,7,3779.37,3427.132716,0.09319999999999995,0.04285714285714286,0.30833700926334345,0,3,False,True,False
66,1.3636363636363635,3.0,0.9666727272727272,0.3,1.0,11,5043.402,4791.2319,0.05000000000000005,0.04545454545454545,0.26315789473684237,0,3,False,True,False
67,1.3636363636363635,3.0,0.9575727272727274,0.3,1.2727272727272727,11,5043.402,4436.176399200001,0.1203999999999999,0.04545454545454545,0.6844020009095036,0,3,False,True,False
70,1.5,6.0,0.96665,0.19645,1.0,2,5039.37,3891.401514,0.22779999999999995,0.05,0.14750064750064748,0,6,False,True,False
71,1.0,3.0,0.9333,0.25,2.0,1,4787.37,4096.552509,0.14429999999999996,0.03333333333333333,0.0562112890031553,0,3,False,True,False
73,1.25,3.0,0.966675,0.2875,1.0,4,3882.460909090909,3688.337863636363,0.05000000000000007,0.041666666666666664,0.08771929824561417,0,3,False,True,False
74,5.2,6.8,0.95,0.418825,1.5,20,13273.377049180328,8752.464826229509,0.34059999999999996,0.17333333333333334,7.8998733251262285,0,11,False,False,True
76,5.068965517241379,26.93103448275862,0.9609275862068966,0.15568275862068967,1.1724137931034482,29,10388.7,9422.5509,0.09300000000000004,0.1689655172413793,0.5596802222576719,0,29,False,False,True
86,3.3157894736842106,9.157894736842104,0.9666631578947368,0.2545263157894737,1.0,19,14175.0,13466.25,0.05,0.11052631578947368,0.36206896551724144,0,11,False,False,True
88,1.0,3.0,0.9667,0.25,1.0,1,10710.0,5994.387,0.4403,0.03333333333333333,0.26222381037460546,0,3,False,False,True
89,1.75,6.285714285714286,0.9726214285714285,0.19902857142857142,0.8214285714285714,28,10073.7,6682.89258,0.33660000000000007,0.058333333333333334,3.955305999397047,0,8,False,False,True
92,8.514705882352942,59.23529411764706,0.9656867647058824,0.14231764705882352,1.0294117647058822,68,11626.60103626943,9137.345754404145,0.21410000000000007,0.28382352941176475,2.6628542308434433,0,99,False,False,True
93,7.0,99.96969696969697,0.968689898989899,0.07361010101010101,0.9393939393939394,99,12532.031818181818,7611.956126363636,0.39260000000000006,0.23333333333333334,4.480643249772959,0,127,False,False,True
94,6.026315789473684,26.763157894736842,0.9464973684210527,0.2001921052631579,1.605263157894737,38,10703.7,9943.7373,0.071,0.20087719298245613,0.6539443031436516,0,35,False,False,True
